#Table1
ra,dec,z
208.84329,25.03936,0.02896525
208.85538,17.528295,0.02209089
208.85691,46.864261,0.02811379
208.85792,5.7290836,0.01813611
208.8676,25.068971,0.02878366
208.86826,25.073576,0.02954171
208.86976,6.5964507,0.02403254
208.87548,44.977518,0.02342611
208.88249,25.126614,0.02952429
208.88368,18.498098,0.02710257
208.8933,25.049778,0.02900439
208.89652,26.694664,0.01691663
208.8971,14.589772,0.0191372
208.89778,59.511496,0.02234184
208.89921,50.639276,0.02874492
208.90034,25.274344,0.02809634
208.90051,15.091075,0.02434053
208.90167,31.257367,0.02958385
208.90841,26.550177,0.02350181
208.91655,30.724154,0.02665156
208.91741,15.299853,0.02380879
208.91905,25.153045,0.02988701
208.92357,2.8711175,0.02375056
208.92614,4.3948914,0.0243098
208.93007,5.7813665,0.01677793
208.93411,4.2436671,0.02950218
208.93472,15.061315,0.02379056
208.93634,8.1892935,0.02261356
208.94397,38.747763,0.01850755
208.94463,25.374148,0.02821984
208.95356,7.11716,0.02390803
208.96056,17.912733,0.01727714
208.96237,-2.4238021,0.02573236
208.96727,37.264968,0.01989726
208.97245,38.530938,0.01880776
208.97266,37.196585,0.01993136
208.984,24.951054,0.02909432
208.98503,18.72558,0.02713852
208.98577,5.926607,0.02430417
208.98651,8.1936177,0.02342593
208.99089,3.04615,0.02380227
208.99211,3.0457394,0.02395212
208.99619,17.49923,0.02198538
208.99626,0.75412748,0.0237703
208.99766,7.9763857,0.02327438
208.99792,-1.2617429,0.02453839
208.99881,37.48875,0.01831516
209.00048,17.511611,0.02169402
209.00966,17.168532,0.0221497
209.01006,46.787944,0.01917662
209.01095,14.519672,0.01896554
209.01284,8.8459399,0.02261621
209.01418,13.505841,0.0228946
209.01849,38.304242,0.01873321
209.02673,37.208836,0.01981382
209.0341,26.43075,0.02830065
209.0363,38.048972,0.02502315
209.03878,25.195455,0.02895673
209.04086,12.032408,0.01350003
209.04419,24.493836,0.02793408
209.06112,12.805972,0.02342578
209.06335,-1.5279632,0.02518537
209.07408,13.518643,0.02288643
209.07562,-1.539109,0.02521924
209.07852,8.235716,0.02295067
209.07934,37.704103,0.01122894
209.08734,38.429632,0.01845728
209.08844,5.5282645,0.02480617
209.09034,31.554727,0.02324979
209.09034,51.933713,0.02873038
209.09596,22.044214,0.0281399
209.09757,10.103817,0.01644919
209.09966,11.393113,0.02219376
209.1007,11.341319,0.02199703
209.10103,-1.9323763,0.02470924
209.10191,57.763104,0.02797502
209.1036,-0.24753169,0.02973823
209.10807,20.252969,0.02733365
209.11255,-1.5511574,0.02502428
209.11426,-0.28750676,0.02982553
209.12061,22.065528,0.02819375
209.12123,40.978559,0.01148925
209.12214,12.818014,0.02703946
209.12278,34.285084,0.01643595
209.12318,48.051792,0.01525264
209.12725,29.399781,0.01532769
209.13073,8.353305,0.01329706
209.13156,32.845979,0.02726875
209.13783,8.6092339,0.01356997
209.14068,49.692202,0.01499305
209.1427,13.419822,0.02314021
209.14401,10.19121,0.01628618
209.15097,28.114167,0.01704502
209.15458,22.04697,0.02807961
209.15738,36.246098,0.01718885
209.16788,26.699692,0.02817022
209.16934,20.171451,0.02753615
209.17422,22.051482,0.02818798
209.17561,18.577093,0.02645022
209.196,22.063379,0.02862477
209.19812,5.5263058,0.02405493
209.20075,48.804333,0.02199395
209.20129,0.6228272,0.02976764
209.2048,25.915874,0.02901994
209.21165,-2.9185808,0.02600071
209.21523,53.40757,0.01637049
209.22007,22.309885,0.02124186
209.22222,20.142679,0.02772014
209.2223,36.38442,0.01672088
209.22304,-2.6477659,0.01211337
209.22361,20.142996,0.02784316
209.22368,36.945413,0.01974794
209.23002,36.958796,0.0196918
209.23054,13.408951,0.01725026
209.2309,14.142252,0.01502278
209.23254,11.374429,0.02270382
209.2408,20.149672,0.02719227
209.24657,-3.1761677,0.02456538
209.24902,9.9305533,0.0241292
209.25575,10.867358,0.02294524
209.25633,10.471406,0.02217431
209.25766,-3.1498202,0.02471716
209.2583,7.1131466,0.01576442
209.25887,12.170005,0.02316786
209.26134,19.830956,0.02692468
209.26647,22.93882,0.01226754
209.26789,14.101811,0.01458592
209.26947,26.175258,0.02754371
209.2705,19.828234,0.02754485
209.27304,38.136293,0.01956543
209.27309,19.54396,0.01727368
209.28022,45.268458,0.02780114
209.28341,21.999221,0.02813985
209.28622,62.60416,0.02223578
209.30432,15.957901,0.02755063
209.305,12.021325,0.02073688
209.30786,11.997501,0.020505
209.31247,34.510447,0.0270847
209.31425,24.257571,0.02971688
209.31898,15.882098,0.01651141
209.31915,54.209936,0.02562838
209.32027,15.881453,0.01647177
209.32437,6.1822347,0.01446688
209.32638,24.256544,0.02941827
209.32778,23.179968,0.02886467
209.32874,15.458422,0.01829945
209.32966,48.571588,0.0153177
209.32978,11.971221,0.02030991
209.32985,11.976001,0.02036257
209.33264,0.41236534,0.02469822
209.34751,15.459268,0.01789381
209.35428,17.407864,0.02176486
209.35488,54.202324,0.0255124
209.36859,-2.9626168,0.02642439
209.37303,9.9509004,0.02324914
209.37346,6.0970063,0.0144825
209.37483,17.074806,0.02561797
209.39924,-0.14322935,0.029266
209.40321,38.189854,0.01819112
209.40683,11.624717,0.01414195
209.40739,24.434365,0.02896959
209.41538,25.774701,0.0287114
209.41813,18.352624,0.02188188
209.41839,36.690988,0.01214636
209.41985,25.76416,0.02792312
209.42106,14.736263,0.02388558
209.42228,17.50873,0.02217629
209.42914,-0.76257901,0.02961222
209.42962,49.363571,0.02825751
209.43112,16.336741,0.01686551
209.43183,18.407219,0.02165437
209.43824,13.474921,0.02336754
209.44108,18.08541,0.021901
209.44791,17.510529,0.02181164
209.44848,7.3962774,0.02354959
209.44993,15.809585,0.01963725
209.45596,9.873381,0.02269654
209.45664,2.4535242,0.02401177
209.46004,26.711299,0.0168796
209.4676,7.413507,0.01560619
209.46907,23.089908,0.02837686
209.4726,16.475177,0.02543022
209.47903,18.546688,0.01720951
209.48425,7.4335833,0.0146488
209.4928,43.774473,0.01761182
209.49401,51.323988,0.02754598
209.49491,7.1617373,0.02349069
209.49626,10.71203,0.02277571
209.49763,18.226452,0.02713412
209.50445,19.683661,0.01685593
209.50619,19.685762,0.01728641
209.50837,17.486968,0.02572711
209.50868,7.9029648,0.02294564
209.51444,20.401262,0.02767329
209.51545,-2.2212773,0.02429102
209.51959,15.314832,0.01868359
209.52338,28.42267,0.02679841
209.52363,21.797505,0.02806164
209.52548,28.422684,0.02688433
209.5288,-0.38995764,0.02971818
209.52939,-0.39245012,0.02957562
209.53662,10.273428,0.02263089
209.53682,7.155892,0.02416153
209.53887,17.203137,0.02618621
209.54203,6.4916933,0.0167192
209.54233,9.7949053,0.02312688
209.54508,24.643192,0.02949609
209.54558,60.579218,0.01189406
209.55358,6.5181847,0.01699223
209.55379,14.71781,0.02384754
209.55472,17.53108,0.02241224
209.55482,-1.3821773,0.02558903
209.55832,5.4082956,0.01424178
209.55912,36.650144,0.0123483
209.55973,8.273581,0.02082304
209.55973,-1.313646,0.02538047
209.56041,4.0530343,0.02932043
209.56516,20.45359,0.02764258
209.56627,16.810983,0.02657472
209.56904,59.813316,0.01033588
209.57514,-0.92399796,0.02440855
209.57963,7.3926282,0.024453
209.58117,6.256827,0.01448315
209.58154,17.463173,0.02588833
209.58156,7.2206227,0.0242997
209.58398,7.2250981,0.02455589
209.58584,20.415982,0.02763334
209.58612,6.5091102,0.0144804
209.58962,-0.62510642,0.02760433
209.59448,14.453478,0.01321973
209.59568,14.457339,0.01277736
209.59963,22.053791,0.02814771
209.60326,6.0712686,0.01741901
209.60613,10.339833,0.02242283
209.60624,35.817453,0.02700703
209.60728,57.82952,0.01257161
209.61007,32.869185,0.02626282
209.61235,14.53104,0.01239324
209.62228,17.391919,0.02630205
209.62243,12.904099,0.02423186
209.62834,32.252499,0.02906317
209.64213,37.452737,0.01148771
209.64404,6.5740703,0.01733809
209.64982,17.678624,0.02586377
209.65125,29.355966,0.01935798
209.65405,10.03881,0.02328864
209.65755,37.413221,0.01258743
209.65826,37.424476,0.01158013
209.66092,7.2165173,0.01462325
209.66287,55.486209,0.0273711
209.66376,11.07647,0.02293091
209.66512,16.001815,0.02534817
209.6668,19.968047,0.02218539
209.6705,36.777669,0.01153886
209.67175,12.594431,0.02424684
209.67394,6.6950132,0.01752728
209.68057,14.762637,0.02703495
209.68058,6.5009595,0.01730923
209.68137,17.232441,0.02672341
209.68442,6.6277052,0.0243577
209.68555,-2.8103376,0.02380617
209.68629,2.456777,0.02408777
209.6864,12.596351,0.0243537
209.68923,20.661875,0.01613311
209.6898,-1.9477371,0.02950052
209.69012,2.8442825,0.01634948
209.69607,-2.7941858,0.02465981
209.70031,4.9074855,0.02475341
209.70689,2.0361968,0.02423383
209.70691,16.412534,0.02544884
209.71484,-2.2880458,0.02454258
209.71753,-3.0086214,0.0240439
209.72633,14.933252,0.02325855
209.73111,15.63577,0.02546789
209.7317,40.095334,0.01180968
209.73307,46.113409,0.02725371
209.73948,33.402616,0.02638836
209.74113,7.2540343,0.02461286
209.74158,61.680726,0.02991954
209.75898,35.888517,0.02711002
209.76061,15.567338,0.02645889
209.76168,15.56574,0.02558989
209.76602,15.250048,0.02186905
209.77664,17.934714,0.01756896
209.77734,15.576178,0.02415053
209.77773,-2.3848033,0.024386
209.78055,56.631418,0.02583633
209.78309,52.068187,0.02914202
209.78532,3.5113381,0.02415989
209.78777,15.560286,0.02477056
209.79485,17.333279,0.02677581
209.79494,10.212849,0.02241125
209.80032,24.561494,0.02885942
209.8043,-3.1812349,0.02521838
209.80681,15.643951,0.02637248
209.80941,-3.0947774,0.02436088
209.81165,15.582537,0.02540732
209.81858,33.21893,0.0269425
209.82923,55.132487,0.02922754
209.83214,47.956215,0.01533376
209.83463,10.139326,0.02213226
209.84053,-3.0533959,0.02374038
209.84406,15.182571,0.02207712
209.84474,5.5386718,0.01398911
209.84825,12.714097,0.02334097
209.85495,-3.2080496,0.02484743
209.86571,58.326049,0.02632803
209.86993,-3.2563494,0.02519573
209.87146,18.733455,0.02195911
209.87161,18.054091,0.01744908
209.87657,-1.0561936,0.02436149
209.87744,38.792993,0.01840545
209.87929,39.214345,0.0174623
209.88089,34.773581,0.01213488
209.88312,58.314612,0.02583853
209.92976,40.386666,0.01269472
209.93097,36.238116,0.01224732
209.93787,8.1411782,0.01544448
209.93841,-3.0493466,0.02453389
209.93863,-3.0885636,0.02626897
209.94043,34.8461,0.01282377
209.94219,34.847748,0.0123002
209.94583,10.622967,0.02896065
209.94905,40.382207,0.01267535
209.95053,11.32603,0.01677035
209.95224,4.2623462,0.02993473
209.95764,15.587484,0.0246544
209.9646,32.269452,0.02888802
209.96478,-2.1602729,0.02655181
209.9659,2.0918074,0.02399165
209.96617,23.699711,0.02821165
209.98088,32.297875,0.02828447
209.9811,4.5618946,0.02399594
209.98137,7.7472675,0.01520425
209.98309,-2.7619426,0.02534163
209.98343,1.9943498,0.02419135
209.99224,37.516295,0.02446471
209.99939,7.7639774,0.01517954
210.0008,7.764913,0.01520069
210.00085,37.306823,0.01015957
210.0077,9.3432052,0.01901529
210.0092,-3.0851365,0.02412909
210.01092,15.920581,0.02612306
210.01756,19.321598,0.02771928
210.01866,58.370334,0.02628856
210.01903,32.234266,0.02891121
210.02172,8.1702308,0.02339243
210.02183,15.949222,0.02606389
210.02295,-2.9693952,0.02323146
210.03842,38.673212,0.01865216
210.0412,16.578163,0.02703225
210.04406,16.957185,0.01230034
210.04414,19.360907,0.02777462
210.05528,-0.96270462,0.02473719
210.05843,18.307439,0.02622835
210.06041,8.9670571,0.01371101
210.06537,38.50303,0.01876979
210.06633,20.249485,0.02252121
210.06726,9.289281,0.01934862
210.08265,12.957003,0.02407667
210.08383,38.915427,0.01797222
210.08607,-2.8660577,0.02540394
210.08816,38.917849,0.01767732
210.08839,9.9583687,0.02288597
210.09127,-1.3542345,0.01119371
210.09161,36.092086,0.02777043
210.09178,-2.3158934,0.02987931
210.10027,39.336507,0.01859754
210.12525,-2.8106336,0.02620695
210.1264,34.260002,0.02703435
210.12745,34.660482,0.01473538
210.1294,8.6498171,0.01533379
210.13031,-2.8686014,0.02518839
210.13224,12.304497,0.02307024
210.13518,55.246102,0.01271322
210.13705,39.465564,0.01238773
210.13712,8.994931,0.01386354
210.14373,55.254219,0.01289649
210.1522,52.538474,0.02911601
210.15256,-2.9090966,0.02403608
210.15405,36.05199,0.01080122
210.15503,-2.8578207,0.02483827
210.15628,-2.8731555,0.02356446
210.15819,-2.906308,0.02529114
210.16348,-2.9693439,0.0252322
210.16677,-2.8320508,0.02390492
210.16711,20.701165,0.0289316
210.16735,-2.4724843,0.02440457
210.16835,-2.7482329,0.02604306
210.16903,-1.9217443,0.02504858
210.1696,8.893871,0.01764641
210.17692,14.930847,0.02488899
210.17863,2.8425923,0.02451421
210.17899,-0.50570135,0.01155612
210.17969,-0.50651462,0.01159491
210.17976,20.607733,0.02784446
210.18189,31.894172,0.01463546
210.18579,30.049166,0.02676495
210.19052,59.328281,0.01014418
210.1908,2.0219894,0.01199003
210.19083,30.075973,0.02725657
210.19666,9.5603491,0.01694188
210.20086,38.526813,0.01940967
210.20442,22.763647,0.01023821
210.20873,39.156226,0.01800044
210.21085,36.784835,0.0170467
210.21779,38.418017,0.01866984
210.2186,4.9063342,0.02499537
210.21868,6.4863702,0.0144833
210.21883,38.72493,0.01859938
210.22019,7.8400527,0.01754224
210.22588,7.422179,0.02376907
210.22593,60.920735,0.02970701
210.22756,40.98861,0.01243475
210.23092,22.30513,0.02576484
210.23501,41.007205,0.01273755
210.23623,9.8644583,0.02102828
210.24593,12.110437,0.02315141
210.24669,29.562427,0.02734655
210.24995,15.131757,0.02687198
210.24997,28.047965,0.02407234
210.26575,29.521876,0.02622974
210.2658,-1.9689773,0.02476315
210.26657,29.525577,0.02652974
210.2674,27.914889,0.02392612
210.2706,5.1080312,0.02436606
210.27491,9.1071815,0.01821435
210.27804,34.580922,0.02752351
210.27967,21.242945,0.02774887
210.28121,16.90745,0.0274773
210.2872,8.5836949,0.01608397
210.28864,21.237902,0.02791352
210.28946,7.7022729,0.02301488
210.29152,-2.5362906,0.02387219
210.30777,38.691322,0.01809062
210.31137,37.882974,0.02475474
210.31216,21.370371,0.02766444
210.31725,15.776667,0.02618806
210.31878,13.413448,0.01861073
210.32467,-2.4807095,0.02525153
210.32542,10.118817,0.02277961
210.3359,0.11845398,0.02828324
210.3368,12.053953,0.0239963
210.3448,34.615779,0.02585248
210.34491,9.1676091,0.02067486
210.34519,1.9912139,0.02381073
210.35003,38.337667,0.02530521
210.3555,-0.62389695,0.02474233
210.35802,9.9002754,0.02165749
210.36107,-2.7127494,0.02993545
210.36384,8.7395786,0.02001659
210.36389,24.130939,0.02994546
210.36472,1.9729501,0.024312
210.36673,2.2754077,0.02447098
210.37184,9.1537217,0.01651101
210.37274,38.311746,0.01735814
210.37378,4.8653476,0.02952127
210.37691,38.515904,0.01792294
210.37922,14.364366,0.02702871
210.3816,28.286653,0.02718929
210.38292,34.655351,0.02627173
210.38327,15.97343,0.02604493
210.39789,9.3089154,0.02006928
210.40136,0.79416072,0.024912
210.41784,7.9980044,0.01798464
210.4187,-0.39549271,0.02556891
210.42104,33.809614,0.02540484
210.42245,33.826819,0.02639739
210.4281,34.685131,0.02699085
210.43042,38.669945,0.01806686
210.43138,38.64728,0.01965655
210.43385,9.8683913,0.02201135
210.43483,10.39539,0.01996063
210.43639,13.297083,0.02357444
210.43697,5.1889091,0.02398205
210.43761,5.1894267,0.02418554
210.43829,21.919867,0.02836362
210.44201,9.490281,0.0207879
210.44217,18.807721,0.02758742
210.44363,1.1568112,0.02428651
210.44388,29.537411,0.01076803
210.44438,34.667814,0.02689148
210.44766,23.591126,0.02943791
210.45342,9.2231925,0.02054884
210.45367,-3.093655,0.02647794
210.45505,37.009403,0.01210453
210.45674,32.342963,0.01443152
210.45691,9.653791,0.02144357
210.46026,38.718822,0.01799899
210.46157,36.261765,0.02721631
210.46771,8.7859274,0.02025843
210.46978,9.6303732,0.0223722
210.47105,-1.105196,0.02934603
210.4719,18.863181,0.02712122
210.47405,18.787684,0.02740564
210.47863,9.3788782,0.01506543
210.48351,12.378192,0.0229778
210.48419,32.456911,0.01409927
210.4861,9.5334993,0.01892521
210.48642,12.380527,0.0226727
210.48812,-1.1858578,0.02544127
210.48948,36.168613,0.0171406
210.49021,9.3484715,0.01940448
210.4923,34.469347,0.01267484
210.49293,20.421777,0.02901141
210.49383,34.371352,0.02688402
210.4969,8.9376959,0.01971323
210.50003,20.501681,0.01041461
210.50053,10.830599,0.01314154
210.50855,0.99323,0.02399988
210.51469,9.929323,0.01412677
210.51722,-1.2078526,0.02454983
210.51999,-1.3579075,0.02493906
210.52379,59.280131,0.01021327
210.52435,-1.3186025,0.02500727
210.5251,36.611219,0.01048776
210.52607,-1.3964627,0.02493928
210.53026,45.567961,0.02223932
210.53232,63.055406,0.02958311
210.53332,9.5669097,0.01892229
210.54026,9.5475577,0.02218429
210.54055,39.213327,0.01940188
210.54389,25.323451,0.02902758
210.54598,25.326489,0.02934925
210.54715,9.4401116,0.02087086
210.55418,-1.3833213,0.02544438
210.55432,8.0371055,0.01623237
210.55508,4.0951124,0.02426691
210.55988,35.070282,0.01272316
210.56141,9.7822888,0.02245217
210.56315,17.652315,0.02737957
210.56355,8.0063942,0.01724265
210.56803,38.971769,0.0189243
210.5733,7.6841673,0.01517856
210.57453,22.726515,0.01033237
210.57499,24.620194,0.02789406
210.57608,21.348886,0.02133015
210.5813,60.801582,0.02973569
210.58383,9.0915983,0.01994864
210.58567,32.448168,0.01445431
210.58801,7.8899867,0.01832331
210.5884,36.601834,0.02333322
210.5892,12.734226,0.02430826
210.59177,9.970995,0.02318323
210.60816,36.332965,0.02566947
210.61609,18.506052,0.02342208
210.6197,9.3156699,0.01910391
210.62142,9.1798481,0.0193407
210.62425,10.7081,0.01395376
210.62805,18.485199,0.01697366
210.63032,13.829934,0.0230839
210.63721,9.0797277,0.02008524
210.64253,14.552544,0.01346012
210.64534,19.910072,0.02759964
210.64758,14.535047,0.01333404
210.64794,9.1192182,0.01926886
210.64898,32.519209,0.01513931
210.65034,32.510452,0.01450248
210.65109,9.3343464,0.02031691
210.65145,34.855683,0.01331626
210.65174,41.610767,0.02973961
210.65184,9.9412891,0.01228796
210.65356,9.8600295,0.02283304
210.6597,18.523118,0.02352205
210.65983,39.351055,0.01781122
210.66231,32.463915,0.01470747
210.66345,15.552502,0.02601065
210.66477,20.592593,0.02795393
210.66965,9.2792368,0.01888061
210.67091,8.2497914,0.0165543
210.67357,19.930248,0.02749045
210.67382,38.196274,0.01860813
210.6744,1.889769,0.02409169
210.67586,9.1641395,0.01957528
210.67898,-1.1982099,0.02938023
210.67972,39.168417,0.01921518
210.68139,34.564569,0.02735172
210.6815,9.9915082,0.0194017
210.68201,-2.3345435,0.02435791
210.68526,50.413167,0.02646418
210.68627,34.613976,0.01131422
210.6866,23.840574,0.01606831
210.68991,39.135522,0.01951963
210.69417,-2.2957969,0.02487785
210.69828,9.3255524,0.0201012
210.7026,9.3413752,0.0197163
210.70363,36.49397,0.01262096
210.70476,8.6768759,0.01785786
210.70967,30.557797,0.02519714
210.71214,8.7798189,0.01959128
210.7229,8.8915608,0.01976211
210.72414,36.995572,0.01720229
210.72947,9.3497832,0.01924656
210.73307,11.823183,0.01780741
210.73508,6.7790448,0.0242007
210.73577,14.00461,0.02711724
210.73962,-2.925304,0.02389996
210.74331,9.626922,0.02352481
210.74593,9.4712475,0.02228531
210.75206,19.255983,0.02355924
210.75275,9.0495294,0.01901457
210.75562,12.485012,0.01789303
210.75565,9.3797901,0.02242089
210.76028,14.004135,0.0270759
210.76103,1.0302925,0.01587225
210.76858,8.9475072,0.02306595
210.77685,8.241829,0.01754214
210.77977,9.3630463,0.02000807
210.78292,9.298926,0.01851252
210.7867,59.433629,0.01004201
210.78694,34.977855,0.0255251
210.79105,12.170402,0.01712085
210.79181,38.768338,0.01921738
210.79492,45.280826,0.02750835
210.79499,8.9573842,0.02461449
210.79647,30.866537,0.02502471
210.79911,-0.97482068,0.0247677
210.80029,11.719888,0.01770938
210.80331,8.8955982,0.01809297
210.80384,9.5229321,0.0175233
210.80768,9.7510603,0.02405851
210.80883,14.138876,0.02548294
210.81144,35.097728,0.01451255
210.81335,8.9389297,0.02346339
210.81378,9.4291603,0.01567186
210.8152,40.268182,0.02794975
210.81549,38.527551,0.01884278
210.81983,38.530493,0.01918427
210.82306,34.95646,0.02645754
210.82399,10.061209,0.01339947
210.82848,29.653094,0.02251587
210.82886,7.5053538,0.02318661
210.83508,56.478782,0.01309898
210.83645,-0.54993497,0.02467262
210.83777,-0.54914586,0.02447205
210.84241,-1.2077084,0.02536955
210.84307,8.912599,0.02292553
210.8456,26.304746,0.02900176
210.84644,9.4480892,0.01545351
210.85071,11.154083,0.01324689
210.85774,29.866775,0.02729103
210.86296,9.4672857,0.01883054
210.86504,9.4691243,0.01898392
210.8663,12.162541,0.01749261
210.86754,8.9670197,0.01791502
210.86893,32.697713,0.01896845
210.87545,-0.25099469,0.02459929
210.87939,9.2224166,0.02044783
210.88018,9.2209395,0.02008726
210.88126,35.025312,0.01295681
210.88242,38.547408,0.01939162
210.88249,6.7700751,0.02456043
210.88286,45.234739,0.02222245
210.88485,65.197684,0.028322
210.88516,4.6963094,0.02946519
210.89055,23.483071,0.02831716
210.89197,36.11674,0.02754908
210.89726,4.9276482,0.02429023
210.89877,10.882639,0.01801788
210.89952,-2.1317851,0.0244853
210.90108,15.273424,0.01373836
210.90311,39.052812,0.0193406
210.90748,-1.0120919,0.02932627
210.909,11.573483,0.02001547
210.91759,32.694265,0.01877889
210.91825,22.793383,0.01618007
210.92126,9.5735049,0.02238526
210.92156,9.5339441,0.02252437
210.92707,-1.1373815,0.02694167
210.92999,34.304204,0.02769822
210.94343,14.868105,0.01464606
210.94413,35.882391,0.0271662
210.94651,35.741678,0.01269403
210.94693,15.728493,0.02298594
210.94726,9.5236888,0.02343187
210.95111,31.178934,0.02464762
210.95251,15.402301,0.01752736
210.95357,9.6149825,0.02325101
210.95679,63.596787,0.01492306
210.96098,25.387901,0.01652878
210.9653,8.7058381,0.01983449
210.96767,4.7737107,0.024988
210.97685,12.749017,0.02450051
210.98556,35.806285,0.0260563
210.98896,49.097931,0.02826865
210.99038,44.805578,0.01110222
210.99282,15.850354,0.02298412
210.99504,8.265604,0.02328724
210.99593,9.6354127,0.02309349
210.99724,15.656052,0.02127573
210.99812,9.2732488,0.01941149
211.00037,43.164148,0.01942243
211.01507,12.004666,0.02413447
211.01836,35.064954,0.01303608
211.02073,0.99817019,0.02511235
211.02326,13.903767,0.0273392
211.02469,34.513694,0.02703913
211.02659,11.202877,0.01735338
211.03223,6.4858985,0.02475565
211.03235,21.325045,0.02822247
211.03458,34.752935,0.02786373
211.03654,17.231838,0.02109706
211.03811,13.06724,0.02484283
211.03891,29.659062,0.02662895
211.04181,33.337505,0.02714752
211.0453,33.307793,0.02705136
211.04964,12.707396,0.02457243
211.0536,8.517225,0.01614859
211.05384,10.758694,0.01875568
211.06194,36.725743,0.01194194
211.06281,8.7626641,0.01781857
211.06464,35.800657,0.02711022
211.06741,11.998723,0.02510934
211.06842,35.781616,0.02846522
211.06872,21.340188,0.02790902
211.07,-1.5062061,0.02504292
211.07833,16.328502,0.01408023
211.08024,49.054254,0.02844194
211.08395,50.917866,0.02645087
211.08443,35.81558,0.02859999
211.08889,35.806483,0.02633624
211.09086,9.6546577,0.02014753
211.09156,9.5079616,0.02434114
211.09414,4.6297581,0.02487087
211.09496,4.6292713,0.0251469
211.09559,11.735799,0.02001321
211.09621,-2.2995891,0.02944927
211.09826,4.7178923,0.02973338
211.10395,22.847871,0.01544545
211.10573,-0.45677408,0.02445626
211.107,35.611852,0.02726076
211.10761,33.931349,0.02644565
211.11417,16.303674,0.01401973
211.11948,34.599944,0.02767127
211.12182,33.953367,0.0264364
211.12192,9.5974268,0.0233804
211.12605,5.1081788,0.0295153
211.13606,12.197174,0.02321557
211.13668,11.189796,0.01703599
211.14042,30.693397,0.02594294
211.14342,38.550166,0.02336285
211.14643,29.175403,0.02444457
211.14706,17.118437,0.01618323
211.14984,15.472788,0.01708218
211.15322,29.199974,0.02450261
211.15354,27.901776,0.01522464
211.15413,35.545521,0.01408049
211.15634,13.214264,0.0174192
211.15812,11.645751,0.01539322
211.15847,11.717359,0.01966435
211.15898,21.033443,0.02778699
211.16961,12.143952,0.01723322
211.1704,-0.41305687,0.02490769
211.17213,35.888635,0.01304021
211.17541,16.576632,0.02660552
211.17687,64.762824,0.02544334
211.18023,14.280414,0.02390433
211.18718,30.133593,0.0274231
211.19045,14.382048,0.02536095
211.19269,39.164319,0.01897879
211.19489,8.3347963,0.02286246
211.19836,9.7563825,0.02378126
211.2,30.74369,0.0252461
211.20047,23.515996,0.02847397
211.20065,34.892116,0.01255921
211.20356,11.698593,0.01560306
211.20604,11.912667,0.02352872
211.20612,11.39551,0.01378116
211.2089,31.065119,0.01455844
211.20933,16.281701,0.02602996
211.21558,-0.64161296,0.02444135
211.21925,-0.61125633,0.02473078
211.21949,21.63351,0.01650352
211.21967,-0.61582387,0.02494108
211.22383,12.721693,0.01367236
211.22808,12.70469,0.01383361
211.22974,8.9205697,0.0231832
211.23953,19.375582,0.02943435
211.24258,53.732873,0.02825831
211.24501,53.735237,0.01492313
211.24537,11.87163,0.02377002
211.2496,14.380569,0.02546713
211.25079,13.131891,0.01732405
211.25562,10.546068,0.01785805
211.25759,11.011878,0.01783709
211.2616,14.393054,0.02559966
211.26527,9.6010444,0.02348258
211.26746,16.582073,0.02633645
211.26868,30.267267,0.02500691
211.27315,21.012066,0.02780832
211.27456,-0.064062258,0.02539324
211.2751,9.3391741,0.01542344
211.27651,15.776846,0.02108178
211.2773,15.774656,0.02133718
211.28882,10.424864,0.01791866
211.29331,11.77137,0.01741475
211.29417,8.0827962,0.01980886
211.30766,11.878447,0.02410382
211.31887,10.431032,0.01791136
211.31988,21.044277,0.02797523
211.32399,9.6372269,0.02314177
211.32413,13.048551,0.01767195
211.33031,-2.8934863,0.02830218
211.33462,10.410741,0.01863903
211.33462,10.414705,0.01833213
211.33468,30.811585,0.02450586
211.33856,54.548106,0.01685911
211.34626,0.94350039,0.02484152
211.34856,9.489812,0.02362576
211.35058,30.744443,0.02530639
211.35152,15.578614,0.01735693
211.35168,7.610601,0.01701904
211.35667,66.202463,0.01396472
211.35997,3.0332278,0.01692624
211.36293,15.376371,0.02750136
211.36455,12.231841,0.01750778
211.36803,30.767228,0.02491947
211.3688,0.92699942,0.02485443
211.36985,34.921986,0.01370544
211.37098,39.709152,0.01522414
211.37234,11.585452,0.01553168
211.37512,13.044399,0.01702762
211.37994,9.6937823,0.02316851
211.38004,12.446521,0.01403904
211.38187,-1.3633121,0.0250329
211.38711,5.6433973,0.01355728
211.39012,3.1510122,0.01649142
211.39087,11.847543,0.02350877
211.39709,8.9175601,0.02333937
211.39981,27.83277,0.01529031
211.40049,8.9149805,0.0235399
211.40245,11.563199,0.02288123
211.4123,13.669278,0.02171637
211.41496,23.60814,0.02911535
211.41689,13.374997,0.0167539
211.42372,58.979986,0.02105889
211.426,12.241932,0.01755319
211.42681,12.074095,0.01535814
211.42787,13.439065,0.02726416
211.42986,25.231369,0.02973985
211.43269,21.06342,0.02818811
211.43801,13.790918,0.01308627
211.44461,7.6979117,0.01496914
211.45013,9.5363238,0.023666
211.45444,12.758173,0.01799593
211.45481,34.821666,0.02564771
211.46348,14.647157,0.02502136
211.46527,25.260303,0.02950969
211.46753,34.745325,0.01329075
211.47736,13.452483,0.02715318
211.48082,6.4379683,0.02466845
211.48531,9.0264253,0.02331007
